electrode_name,region
F05,ctx-lh-precentral
F06,ctx-lh-precentral
F07,ctx-lh-precentral
F08,ctx-lh-postcentral
F09,ctx-lh-parstriangularis
F11,ctx-lh-parsopercularis
F12,ctx-lh-precentral
F13,ctx-lh-precentral
F14,ctx-lh-postcentral
F15,ctx-lh-postcentral
F16,ctx-lh-postcentral
F17,ctx-lh-parstriangularis
F18,ctx-lh-parsopercularis
F19,ctx-lh-parsopercularis
F20,ctx-lh-precentral
F21,ctx-lh-postcentral
F22,ctx-lh-supramarginal
F23,ctx-lh-supramarginal
F24,ctx-lh-supramarginal
F25,ctx-lh-parstriangularis
F26,ctx-lh-parsopercularis
F27,ctx-lh-precentral
F28,ctx-lh-postcentral
F29,ctx-lh-postcentral
F30,ctx-lh-postcentral
F31,ctx-lh-supramarginal
F32,ctx-lh-supramarginal
HF07,ctx-lh-precentral
HF08,ctx-lh-precentral
HF15,ctx-lh-precentral
HF16,ctx-lh-precentral
