Channel,Channel_Index,Cluster_Size,Cluster_Mass,Mean_T,Peak_T,Effect_Direction,Effect_Magnitude
T14,12,121,176.07734152458212,-0.8675398047878004,-4.040825614642217,Music > Speech,0.8675398047878004
D5,14,85,119.56655715158705,0.8057555587322712,4.443865511367194,Speech > Music,0.8057555587322712
T01,0,97,161.93343163427915,-0.8034351033304271,-3.3181189144121066,Music > Speech,0.8034351033304271
T14,12,110,166.57397466149635,-0.7832400072470037,-4.040825614642217,Music > Speech,0.7832400072470037
T14,12,99,147.7962163214048,-0.6763282467546586,-4.040825614642217,Music > Speech,0.6763282467546586
T03,2,123,203.44043688167534,-0.6715721208180937,-4.266720677144438,Music > Speech,0.6715721208180937
T14,12,101,154.55837105655894,-0.6208781039817776,-4.040825614642217,Music > Speech,0.6208781039817776
C23,35,97,149.70282658395845,0.5829930055965037,2.398527059470744,Speech > Music,0.5829930055965037
C06,18,80,135.0850531592759,0.5768696792159191,-3.274961497992468,Speech > Music,0.5768696792159191
T03,2,97,144.5922615512594,-0.4188758834033812,-4.266720677144438,Music > Speech,0.4188758834033812
T02,1,83,121.4583625974387,-0.4009883408378854,-2.954360935656829,Music > Speech,0.4009883408378854
C06,18,86,127.84855291226692,0.3884753802472096,-3.274961497992468,Speech > Music,0.3884753802472096
C12,24,66,116.66535563451998,0.37327607905698534,-2.2666759595196115,Speech > Music,0.37327607905698534
T06,5,63,92.46345016389749,-0.2872785434535119,2.3902790099563904,Music > Speech,0.2872785434535119
T06,5,55,86.839265368039,-0.21975374844805234,2.3902790099563904,Music > Speech,0.21975374844805234
T05,4,85,123.39594788825168,-0.10408847857629311,-1.834045807261618,Music > Speech,0.10408847857629311
T05,4,74,115.25046942861064,-0.048811176871895956,-1.834045807261618,Music > Speech,0.048811176871895956
T03,2,73,115.89597677074646,-0.003391032417167751,-1.5851218506039269,Music > Speech,0.003391032417167751
