Channel,Channel_Index,Cluster_Size,Cluster_Mass,Mean_T,Peak_T,Effect_Direction,Effect_Magnitude
T06,5,640,966.0374531022021,-1.5826165753231856,-4.110285275172627,Music > Speech,1.5826165753231856
T03,2,299,450.97949427055244,-1.1562322635354412,-3.803457952750911,Music > Speech,1.1562322635354412
T06,5,225,380.2601352201908,-0.7410807535278316,-3.712625220313617,Music > Speech,0.7410807535278316
T14,12,257,416.95051070198656,-0.740253014731333,-3.6359801804837666,Music > Speech,0.740253014731333
T14,12,273,412.18677964939906,-0.733350372375123,-3.6359801804837666,Music > Speech,0.733350372375123
T14,12,254,351.69106879452795,-0.6226089208921975,-3.6359801804837666,Music > Speech,0.6226089208921975
T02,1,425,627.5878709136421,-0.6032620878083369,-2.420815406017609,Music > Speech,0.6032620878083369
T06,5,202,289.89485813346136,-0.5472769241464007,-3.712625220313617,Music > Speech,0.5472769241464007
C18,30,248,395.1357333122104,-0.516558867439788,-2.430357246298646,Music > Speech,0.516558867439788
T14,12,257,400.7320012137387,-0.4689542641333342,-3.6359801804837666,Music > Speech,0.4689542641333342
T06,5,177,317.14440854048655,-0.46596507594422054,-3.712625220313617,Music > Speech,0.46596507594422054
C21,33,251,381.50440764020766,0.31074289779872727,2.593603082259824,Speech > Music,0.31074289779872727
C06,18,239,349.0767904624963,-0.2931664767498938,-4.393993065160948,Music > Speech,0.2931664767498938
C19,31,181,317.36742112554776,-0.1982556553226674,-2.9762259332066363,Music > Speech,0.1982556553226674
C13,25,204,277.9009753748542,0.17192676134088025,-2.6314218206722684,Speech > Music,0.17192676134088025
C23,35,217,352.4578203116821,-0.15663827980184825,-2.6371587673235597,Music > Speech,0.15663827980184825
T10,8,218,361.9456637899064,-0.122871849839398,-2.539913866892264,Music > Speech,0.122871849839398
