Channel,Channel_Index,Cluster_Size,Cluster_Mass,Mean_T,Peak_T,Effect_Direction,Effect_Magnitude
T17,14,167,285.9921911745414,-1.4245051398765973,-4.144124202157077,Music > Speech,1.4245051398765973
T22,19,306,518.103774565026,-1.329815535148039,-3.091829273477858,Music > Speech,1.329815535148039
T22,19,319,592.086392781796,-1.3026723201787167,-3.091829273477858,Music > Speech,1.3026723201787167
T03,2,255,374.68146729874275,1.294389959496973,3.302326539884709,Speech > Music,1.294389959496973
T22,19,346,587.8828418855123,-1.2454836907658884,-3.091829273477858,Music > Speech,1.2454836907658884
T22,19,292,498.2312360033626,-1.2161646280478504,-3.091829273477858,Music > Speech,1.2161646280478504
PO56,33,195,270.19074512036565,1.090240434948804,7.734998207825673,Speech > Music,1.090240434948804
T19,16,251,374.43494249734096,-1.0763178635217312,-2.670127922211633,Music > Speech,1.0763178635217312
T19,16,276,433.95237285768474,-0.9598614612061244,-2.670127922211633,Music > Speech,0.9598614612061244
T22,19,226,345.3432120428238,-0.9127940871828291,-2.725739345460314,Music > Speech,0.9127940871828291
T05,4,179,264.6063763019898,0.706920496302479,2.0587723032991696,Speech > Music,0.706920496302479
T30,25,233,410.0541291711255,0.6657296799189395,2.222814947829,Speech > Music,0.6657296799189395
T22,19,181,331.5230729463339,-0.6574269276690219,-2.656165107179205,Music > Speech,0.6574269276690219
T22,19,180,279.4912383103437,-0.6118368912692754,-2.656165107179205,Music > Speech,0.6118368912692754
T22,19,173,279.2451071749591,-0.5772460571899833,-2.656165107179205,Music > Speech,0.5772460571899833
T21,18,406,566.963859074755,-0.5591111795330534,-3.975184478737745,Music > Speech,0.5591111795330534
T05,4,306,403.44219354823264,0.4827908849108905,2.0587723032991696,Speech > Music,0.4827908849108905
T23,20,170,286.6134642053302,0.39362286664162177,2.498060684669253,Speech > Music,0.39362286664162177
P38,29,189,292.0128811465399,0.39030288976789945,2.5983144427009846,Speech > Music,0.39030288976789945
T10,7,179,272.43061144240744,0.36098214943364815,1.846991630539221,Speech > Music,0.36098214943364815
T12,9,211,378.9100427717175,-0.31607587013140603,-2.395291302657774,Music > Speech,0.31607587013140603
F07,37,202,312.70313897689175,0.2893817548142391,2.3965561021401687,Speech > Music,0.2893817548142391
T01,0,250,431.0482374428798,0.25749664287594815,3.528943831890207,Speech > Music,0.25749664287594815
T13,10,182,296.2699385489636,-0.1729446154819325,-2.247615045312222,Music > Speech,0.1729446154819325
T23,20,188,309.30032942915045,0.14928099950561877,2.498060684669253,Speech > Music,0.14928099950561877
T14,11,170,284.7517096893768,0.1354083003970659,-3.1035537871889045,Speech > Music,0.1354083003970659
T18,15,187,286.58367643602077,0.12576475772975979,3.563442549721234,Speech > Music,0.12576475772975979
T21,18,215,335.47447526800966,0.10495577468420768,2.5404201026369653,Speech > Music,0.10495577468420768
T21,18,214,335.2480353710887,0.10057964038289108,2.5404201026369653,Speech > Music,0.10057964038289108
T30,25,362,579.9678328704802,-0.037883688975845986,-2.5305051763715225,Music > Speech,0.037883688975845986
T21,18,247,377.2028854932205,0.004821740698653225,2.5404201026369653,Speech > Music,0.004821740698653225
