Channel,Channel_Index,Cluster_Size,Cluster_Mass,Mean_T,Peak_T,Effect_Direction,Effect_Magnitude
Oc8,43,186,298.77533235143386,-0.5181465223800688,-3.141025782164378,Music > Speech,0.5181465223800688
T22,19,242,367.6463336024188,-0.4702553414888915,-2.3493325519895203,Music > Speech,0.4702553414888915
F07,37,438,616.5467526439106,-0.4562795849511705,-2.63382058429925,Music > Speech,0.4562795849511705
T23,20,284,385.3390540518883,-0.41971766959703927,-7.745983792839179,Music > Speech,0.41971766959703927
T13,10,209,302.1124722848334,-0.39245822411145687,2.2192388966780707,Music > Speech,0.39245822411145687
PO56,33,288,666.9852986245942,-0.3817180628961087,3.1531081335732045,Music > Speech,0.3817180628961087
T17,14,208,331.1699265496403,-0.2947791665976301,-2.88881938814499,Music > Speech,0.2947791665976301
P38,29,362,598.126096691619,0.28944307562873667,2.2112337899065104,Speech > Music,0.28944307562873667
T15,12,203,362.35187842014216,0.2299867510264836,3.5023187587648854,Speech > Music,0.2299867510264836
T31,26,269,483.32732787747807,-0.22556531936489663,2.5941929167973505,Music > Speech,0.22556531936489663
T23,20,246,373.6036642184799,-0.218001226015767,-4.0752233865551135,Music > Speech,0.218001226015767
T14,11,331,471.4377698641039,-0.2145349656871522,3.533764331632908,Music > Speech,0.2145349656871522
T30,25,205,322.4326684655239,-0.16336497643225434,-1.7779115650788986,Music > Speech,0.16336497643225434
PO56,33,277,401.033892213042,-0.14997964761077415,3.1531081335732045,Music > Speech,0.14997964761077415
T31,26,217,365.071941122851,-0.13968226049635712,2.5941929167973505,Music > Speech,0.13968226049635712
T12,9,198,351.69922051325426,-0.11262776480858226,-2.788992162653417,Music > Speech,0.11262776480858226
T14,11,244,341.25454655216805,0.09911857395701865,3.533764331632908,Speech > Music,0.09911857395701865
T16,13,238,343.28082117615514,0.09259351889305206,2.2782436695313297,Speech > Music,0.09259351889305206
F08,38,308,539.2020304507188,-0.057532524363868597,-2.170501100212176,Music > Speech,0.057532524363868597
T14,11,212,331.3598228657298,0.05329833503965543,3.533764331632908,Speech > Music,0.05329833503965543
T15,12,258,428.4261918344754,0.024747345850089364,3.5023187587648854,Speech > Music,0.024747345850089364
