Channel,Channel_Index,Cluster_Size,Cluster_Mass,Mean_T,Peak_T,Effect_Direction,Effect_Magnitude
F04,3,506,867.4468696403376,-1.7781490707043264,-5.362028038070174,Music > Speech,1.7781490707043264
F04,3,399,682.3737025030259,-1.648670037757129,-4.804835240050453,Music > Speech,1.648670037757129
F04,3,388,704.6074925238963,-1.6167667460925026,-4.804835240050453,Music > Speech,1.6167667460925026
F03,2,951,1730.6939639790512,-1.547649966692031,-5.540682331957423,Music > Speech,1.547649966692031
F04,3,364,548.6575575519636,-1.5424074343574548,-4.804835240050453,Music > Speech,1.5424074343574548
F04,3,252,428.2578344384082,-1.2456313502579754,-4.804835240050453,Music > Speech,1.2456313502579754
F03,2,287,395.79707942951825,-1.1534352472768847,-5.540682331957423,Music > Speech,1.1534352472768847
F03,2,267,435.3374456622321,-1.1332363988687608,-5.540682331957423,Music > Speech,1.1332363988687608
F02,1,612,948.1592752185167,-1.1126014671147877,-3.142262798202032,Music > Speech,1.1126014671147877
F17,13,152,240.55232773407477,-0.8905853949791314,-2.3453686297017695,Music > Speech,0.8905853949791314
F09,7,181,261.6711006969734,-0.8710397233383185,-3.0124689939755425,Music > Speech,0.8710397233383185
F17,13,180,270.2559137469487,-0.7325791226681035,-2.658416321556577,Music > Speech,0.7325791226681035
F03,2,227,335.1149778515571,-0.7080382242972613,-2.637564920404952,Music > Speech,0.7080382242972613
F03,2,206,313.87809624740515,-0.6801764600491966,-2.637564920404952,Music > Speech,0.6801764600491966
F02,1,190,291.0796622153562,-0.6538057065620924,-2.4206445702986312,Music > Speech,0.6538057065620924
F27,21,160,265.3311636898881,-0.6517706489464722,-2.5556315626765627,Music > Speech,0.6517706489464722
F02,1,210,319.3480932993647,-0.6306779905944627,-2.4206445702986312,Music > Speech,0.6306779905944627
F07,6,341,568.9696150639511,0.6229542836951331,-3.076322806703618,Speech > Music,0.6229542836951331
C49,29,138,276.9633747858851,0.5265818039818366,2.107819252790369,Speech > Music,0.5265818039818366
T12,41,254,465.87299620901683,0.5200262001666821,2.0969133251607177,Speech > Music,0.5200262001666821
HF1,45,331,436.3551714687587,-0.467230382665029,-2.956372784597421,Music > Speech,0.467230382665029
F42,28,215,294.5466265748436,-0.37018178984326666,-3.2918802772224245,Music > Speech,0.37018178984326666
F25,19,239,380.86422467761105,-0.3624859777465226,-2.9618435394047746,Music > Speech,0.3624859777465226
F13,11,344,500.91156026365024,-0.34056916854485597,-3.8506825182609483,Music > Speech,0.34056916854485597
F10,8,243,426.3728329020018,-0.33237845640248925,-2.3077334149862474,Music > Speech,0.33237845640248925
F20,16,182,274.3754138831413,-0.25918263478774767,-1.9426852011144573,Music > Speech,0.25918263478774767
T07,40,244,354.3244082889307,-0.2246964135428899,-2.61549245112292,Music > Speech,0.2246964135428899
F28,22,360,564.9362165570792,-0.202293794956179,3.827357881525004,Music > Speech,0.202293794956179
T13,42,224,312.9368049022714,0.17875868024439917,2.3773596871743328,Speech > Music,0.17875868024439917
F35,26,190,256.9383351751125,0.15121097332074804,3.394859369332286,Speech > Music,0.15121097332074804
F19,15,221,337.5799890760054,0.1444213194879383,1.7737910692250973,Speech > Music,0.1444213194879383
T06,39,231,330.067755189406,0.13269500456409092,-1.4937349083240097,Speech > Music,0.13269500456409092
F12,10,285,391.07973517466695,0.13257566711374338,1.9838089947680082,Speech > Music,0.13257566711374338
F01,0,162,256.8124416113795,-0.10845900681943146,-2.731332020919637,Music > Speech,0.10845900681943146
T07,40,271,382.11122411124643,-0.07544511727156664,-2.61549245112292,Music > Speech,0.07544511727156664
F13,11,188,272.2281051951046,-0.032078719244357505,-2.456275214724845,Music > Speech,0.032078719244357505
