Channel,Channel_Index,Cluster_Size,Cluster_Mass,Mean_T,Peak_T,Effect_Direction,Effect_Magnitude
P51,19,365,501.5708539872695,-1.0380985383621433,-3.3605948490578776,Music > Speech,1.0380985383621433
P51,19,339,618.4233622187766,-0.8577432561146908,-3.3605948490578776,Music > Speech,0.8577432561146908
F31,2,218,389.20995007084815,-0.688148829836185,-2.520537744448298,Music > Speech,0.688148829836185
C22,58,238,367.63527104721834,-0.5303755415359777,2.6733015829053692,Music > Speech,0.5303755415359777
C24,60,357,674.714293451563,-0.4804143092621125,-2.306596722650485,Music > Speech,0.4804143092621125
C14,44,215,371.45267664234854,-0.4142690069511924,-2.259487354460194,Music > Speech,0.4142690069511924
ST5,49,256,448.402492866619,-0.4037842762639444,-4.148650442173234,Music > Speech,0.4037842762639444
F44,12,264,409.91441994518016,-0.30189047479245135,-2.1981274837508735,Music > Speech,0.30189047479245135
ST6,50,280,395.3973037632288,0.2441305562425297,3.5559931526792403,Speech > Music,0.2441305562425297
C06,36,269,403.9168238941576,0.21006112242029418,1.4140856923336989,Speech > Music,0.21006112242029418
P61,29,185,307.5033476470254,-0.11705165530953239,-1.6052477188807466,Music > Speech,0.11705165530953239
