Channel,Channel_Index,Cluster_Size,Cluster_Mass,Mean_T,Peak_T,Effect_Direction,Effect_Magnitude
F45,12,256,421.2704496768213,-1.1315743567213752,-5.154984353294856,Music > Speech,1.1315743567213752
F07,0,266,406.64770048866154,-0.53500792490863,-2.5109446984061283,Music > Speech,0.53500792490863
F40,11,134,287.50792382564794,0.26658233602248926,-1.9249525055291974,Speech > Music,0.26658233602248926
F23,3,195,292.24562035251273,0.11196726707822138,-1.5153732921659462,Speech > Music,0.11196726707822138
F22,2,174,310.69491640040286,-0.020998540094712293,1.8505803385947839,Music > Speech,0.020998540094712293
