Channel,Channel_Index,Cluster_Size,Cluster_Mass,Mean_T,Peak_T,Effect_Direction,Effect_Magnitude
AR9,2,196,313.4351037915275,0.7031806744616341,2.7647772777625943,Speech > Music,0.7031806744616341
AR7,1,161,344.0199613260184,0.5685791914291751,2.877745712739149,Speech > Music,0.5685791914291751
AR7,1,258,485.0791186495924,0.35774394677914834,2.707298927654809,Speech > Music,0.35774394677914834
PHR7,6,294,447.855913713517,-0.2753075420399678,-4.3217476085464295,Music > Speech,0.2753075420399678
PHR8,7,257,388.6874915977836,0.18521776902976542,2.5658008039817144,Speech > Music,0.18521776902976542
ITR8,10,247,402.29029319486744,0.18303040082532196,-1.4489829311000941,Speech > Music,0.18303040082532196
