electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
IHa4,ctx-lh-caudalanteriorcingulate,1002,0.0,direct,6.87,47.841,44.536,87,163,212
IHa5,ctx-lh-superiorfrontal,1028,0.0,direct,7.87,51.841,52.536,86,167,220
IHa6,ctx-lh-superiorfrontal,1028,1.4142135,nearest-neighbor,5.87,54.841,61.536,88,170,229
IHa7,ctx-lh-superiorfrontal,1028,2.236068,nearest-neighbor,-0.13,58.841,64.536,94,174,232
IHa8,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-11.13,58.841,60.536,105,174,228
Fp01,Left-Cerebral-White-Matter,2,0.0,direct,6.87,40.841,21.536,87,156,189
Fp02,Left-Cerebral-White-Matter,2,1.4142135,nearest-neighbor,6.87,46.841,22.536,87,162,190
Fp03,ctx-lh-lateralorbitofrontal,1012,0.0,direct,-2.13,53.841,3.536,96,169,171
Fp04,ctx-lh-lateralorbitofrontal,1012,0.0,direct,-9.13,59.841,6.536,103,175,174
Fp05,ctx-lh-lateralorbitofrontal,1012,1.0,nearest-neighbor,-15.13,63.841,13.536,109,179,181
Fp06,ctx-lh-lateralorbitofrontal,1012,1.0,nearest-neighbor,-22.13,69.841,18.536,116,185,186
Fp07,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-28.13,72.841,28.536,122,188,196
Fp08,ctx-lh-rostralmiddlefrontal,1027,2.236068,nearest-neighbor,-27.13,66.841,38.536,121,182,206
Fp09,Right-Lateral-Ventricle,43,0.0,direct,6.87,32.841,21.536,87,148,189
Fp10,ctx-lh-medialorbitofrontal,1014,1.0,nearest-neighbor,-1.13,41.841,0.536,95,157,168
Fp11,ctx-lh-lateralorbitofrontal,1012,1.4142135,nearest-neighbor,-9.13,46.841,1.536,103,162,169
Fp12,ctx-lh-lateralorbitofrontal,1012,1.0,nearest-neighbor,-16.13,51.841,6.536,110,167,174
Fp13,ctx-lh-lateralorbitofrontal,1012,0.0,direct,-22.13,56.841,11.536,116,172,179
Fp14,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-29.13,62.841,16.536,123,178,184
Fp15,ctx-lh-parstriangularis,1020,1.0,nearest-neighbor,-34.13,63.841,24.536,128,179,192
Fp16,ctx-lh-rostralmiddlefrontal,1027,1.7320508,nearest-neighbor,-34.13,60.841,36.536,128,176,204
C01,ctx-lh-precentral,1024,1.4142135,nearest-neighbor,-21.13,-6.159,73.536,115,109,241
C02,ctx-lh-precentral,1024,2.4494898,nearest-neighbor,-23.13,2.841,70.536,117,118,238
C03,ctx-lh-caudalmiddlefrontal,1003,2.236068,nearest-neighbor,-25.13,12.841,69.536,119,128,237
C04,ctx-lh-caudalmiddlefrontal,1003,2.236068,nearest-neighbor,-28.13,22.841,67.536,122,138,235
C05,ctx-lh-caudalmiddlefrontal,1003,2.828427,nearest-neighbor,-28.13,31.841,63.536,122,147,231
C06,ctx-lh-rostralmiddlefrontal,1027,1.4142135,nearest-neighbor,-29.13,41.841,59.536,123,157,227
C07,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-29.13,49.841,55.536,123,165,223
C08,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-29.13,58.841,49.536,123,174,217
C09,ctx-lh-superiorfrontal,1028,1.4142135,nearest-neighbor,-11.13,-4.159,74.536,105,111,242
C10,ctx-lh-superiorfrontal,1028,1.4142135,nearest-neighbor,-16.13,5.841,76.536,110,121,244
C11,ctx-lh-superiorfrontal,1028,2.828427,nearest-neighbor,-15.13,14.841,71.536,109,130,239
C12,ctx-lh-caudalmiddlefrontal,1003,2.4494898,nearest-neighbor,-19.13,24.841,70.536,113,140,238
C13,ctx-lh-caudalmiddlefrontal,1003,1.7320508,nearest-neighbor,-20.13,34.841,67.536,114,150,235
C14,ctx-lh-rostralmiddlefrontal,1027,2.4494898,nearest-neighbor,-20.13,43.841,64.536,114,159,232
C15,ctx-lh-rostralmiddlefrontal,1027,1.4142135,nearest-neighbor,-19.13,52.841,59.536,113,168,227
C16,ctx-lh-superiorfrontal,1028,0.0,direct,-20.13,60.841,54.536,114,176,222
