electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
F01,ctx-lh-rostralmiddlefrontal,1027,0.6,nearest-neighbor,-20.3,48.3,81.3,233,280,285
F02,ctx-lh-rostralmiddlefrontal,1027,0.6,nearest-neighbor,-22.3,41.3,87.3,237,268,295
F03,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-21.3,31.3,93.3,235,252,305
F04,ctx-lh-caudalmiddlefrontal,1003,1.3416408,nearest-neighbor,-20.3,23.3,97.3,233,238,312
F05,ctx-lh-precentral,1024,1.2,nearest-neighbor,-23.3,15.3,105.3,238,225,325
F06,ctx-lh-precentral,1024,1.3416408,nearest-neighbor,-21.3,6.3,110.3,235,210,333
F07,ctx-lh-precentral,1024,1.8973666,nearest-neighbor,-20.3,-1.7,115.3,233,197,342
F08,ctx-lh-postcentral,1022,1.2,nearest-neighbor,-17.3,-11.7,119.3,228,180,348
F09,ctx-lh-parstriangularis,1020,0.84852815,nearest-neighbor,-25.3,43.3,73.3,242,272,272
F10,ctx-lh-rostralmiddlefrontal,1027,1.3416408,nearest-neighbor,-26.3,36.3,80.3,243,260,283
F11,ctx-lh-parsopercularis,1018,0.6,nearest-neighbor,-25.3,26.3,86.3,242,243,293
F12,ctx-lh-precentral,1024,1.3416408,nearest-neighbor,-28.3,19.3,92.3,247,232,303
F13,ctx-lh-precentral,1024,0.0,direct,-27.3,10.3,97.3,245,217,312
F14,ctx-lh-postcentral,1022,0.0,direct,-28.3,2.3,104.3,247,203,323
F15,ctx-lh-postcentral,1022,1.4696939,nearest-neighbor,-26.3,-7.7,109.3,243,187,332
F16,ctx-lh-postcentral,1022,1.6970563,nearest-neighbor,-24.3,-16.7,113.3,240,172,338
F17,ctx-lh-parstriangularis,1020,0.6,nearest-neighbor,-26.3,37.3,64.3,243,262,257
F18,ctx-lh-parsopercularis,1018,0.0,direct,-27.3,29.3,70.3,245,248,267
F19,ctx-lh-parsopercularis,1018,1.989975,nearest-neighbor,-28.3,21.3,77.3,247,235,278
F20,ctx-lh-precentral,1024,0.6,nearest-neighbor,-32.3,14.3,83.3,253,223,288
F21,ctx-lh-postcentral,1022,1.8973666,nearest-neighbor,-33.3,5.3,89.3,255,208,298
F22,ctx-lh-supramarginal,1031,2.5455844,nearest-neighbor,-34.3,-3.7,96.3,257,193,310
F23,ctx-lh-supramarginal,1031,2.1633308,nearest-neighbor,-33.3,-12.7,102.3,255,178,320
F24,ctx-lh-supramarginal,1031,2.6832817,nearest-neighbor,-31.3,-20.7,108.3,252,165,330
F25,ctx-lh-parstriangularis,1020,2.4738634,nearest-neighbor,-24.3,31.3,57.3,240,252,245
F26,ctx-lh-parsopercularis,1018,1.8000001,nearest-neighbor,-25.3,23.3,63.3,242,238,255
F27,ctx-lh-precentral,1024,1.6970563,nearest-neighbor,-29.3,15.3,69.3,248,225,265
F28,ctx-lh-postcentral,1022,0.6,nearest-neighbor,-33.3,8.3,75.3,255,213,275
F29,ctx-lh-postcentral,1022,1.8000001,nearest-neighbor,-34.3,-0.7,80.3,257,198,283
F30,ctx-lh-postcentral,1022,1.8000001,nearest-neighbor,-38.3,-7.7,88.3,263,187,297
F31,ctx-lh-supramarginal,1031,1.8000001,nearest-neighbor,-36.3,-16.7,93.3,260,172,305
F32,ctx-lh-supramarginal,1031,2.1633308,nearest-neighbor,-35.3,-23.7,99.3,258,160,315
HF01,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-3.3,55.3,92.3,205,292,303
HF02,ctx-lh-rostralmiddlefrontal,1027,1.2,nearest-neighbor,-4.3,48.3,99.3,207,280,315
HF03,ctx-lh-rostralmiddlefrontal,1027,1.989975,nearest-neighbor,-5.3,41.3,106.3,208,268,327
HF04,ctx-lh-caudalmiddlefrontal,1003,1.8973666,nearest-neighbor,-3.3,31.3,110.3,205,252,333
HF05,ctx-lh-caudalmiddlefrontal,1003,0.84852815,nearest-neighbor,-4.3,23.3,117.3,207,238,345
HF06,ctx-lh-caudalmiddlefrontal,1003,0.84852815,nearest-neighbor,-3.3,13.3,121.3,205,222,352
HF07,ctx-lh-precentral,1024,1.3416408,nearest-neighbor,-0.3,3.3,125.3,200,205,358
