electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
CP21,ctx-lh-superiortemporal,1030,1.4142135381698608,nearest-neighbor,-62.107,-42.893,8.767,146,96,165
CP22,ctx-lh-supramarginal,1031,3.7416574954986572,nearest-neighbor,-65.107,-33.893,10.767,149,105,167
CP23,ctx-lh-supramarginal,1031,2.8284270763397217,nearest-neighbor,-64.107,-23.893,14.767,148,115,171
CP24,ctx-lh-postcentral,1022,1.4142135381698608,nearest-neighbor,-65.107,-12.893,15.767,149,126,172
CP25,ctx-lh-inferiorparietal,1008,1.4142135381698608,nearest-neighbor,-37.107,-79.893,9.767,121,59,166
CP26,ctx-lh-inferiorparietal,1008,3.0,nearest-neighbor,-45.107,-72.893,13.767,129,66,170
CP27,ctx-lh-inferiorparietal,1008,1.0,nearest-neighbor,-54.107,-64.893,14.767,138,74,171
CP28,ctx-lh-inferiorparietal,1008,2.4494898319244385,nearest-neighbor,-59.107,-54.893,15.767,143,84,172
CP29,ctx-lh-supramarginal,1031,1.0,nearest-neighbor,-62.107,-44.893,16.767,146,94,173
CP30,ctx-lh-supramarginal,1031,1.0,nearest-neighbor,-64.107,-35.893,19.767,148,103,176
CP31,ctx-lh-supramarginal,1031,2.0,nearest-neighbor,-65.107,-25.893,22.767,149,113,179
CP32,ctx-lh-supramarginal,1031,2.2360680103302,nearest-neighbor,-65.107,-15.893,24.767,149,123,181
CP33,ctx-lh-superiorparietal,1029,2.8284270763397217,nearest-neighbor,-32.107,-78.893,18.767,116,60,175
CP34,ctx-lh-inferiorparietal,1008,1.7320507764816284,nearest-neighbor,-41.107,-72.893,23.767,125,66,180
CP35,ctx-lh-inferiorparietal,1008,2.4494898319244385,nearest-neighbor,-48.107,-65.893,25.767,132,73,182
CP36,ctx-lh-inferiorparietal,1008,2.4494898319244385,nearest-neighbor,-55.107,-56.893,27.767,139,82,184
CP37,ctx-lh-supramarginal,1031,2.2360680103302,nearest-neighbor,-58.107,-46.893,30.767,142,92,187
CP38,ctx-lh-supramarginal,1031,2.4494898319244385,nearest-neighbor,-62.107,-36.893,31.767,146,102,188
CP39,ctx-lh-supramarginal,1031,2.2360680103302,nearest-neighbor,-64.107,-26.893,31.767,148,112,188
CP40,ctx-lh-supramarginal,1031,2.2360680103302,nearest-neighbor,-64.107,-15.893,30.767,148,123,187
CP41,ctx-lh-superiorparietal,1029,1.0,nearest-neighbor,-26.107,-78.893,25.767,110,60,182
CP42,ctx-lh-inferiorparietal,1008,3.1622776985168457,nearest-neighbor,-36.107,-71.893,31.767,120,67,188
CP43,ctx-lh-inferiorparietal,1008,2.2360680103302,nearest-neighbor,-43.107,-63.893,35.767,127,75,192
CP44,ctx-lh-superiorparietal,1029,3.0,nearest-neighbor,-48.107,-54.893,38.767,132,84,195
CP45,ctx-lh-supramarginal,1031,1.4142135381698608,nearest-neighbor,-52.107,-44.893,40.767,136,94,197
CP46,ctx-lh-supramarginal,1031,3.0,nearest-neighbor,-56.107,-35.893,41.767,140,103,198
CP47,ctx-lh-postcentral,1022,2.2360680103302,nearest-neighbor,-59.107,-26.893,41.767,143,112,198
CP48,ctx-lh-postcentral,1022,3.0,nearest-neighbor,-58.107,-14.893,40.767,142,124,197
CP49,ctx-lh-superiorparietal,1029,2.2360680103302,nearest-neighbor,-19.107,-74.893,35.767,103,64,192
CP50,ctx-lh-superiorparietal,1029,1.0,nearest-neighbor,-28.107,-68.893,40.767,112,70,197
CP51,ctx-lh-superiorparietal,1029,2.0,nearest-neighbor,-36.107,-62.893,44.767,120,76,201
CP52,ctx-lh-superiorparietal,1029,1.0,nearest-neighbor,-41.107,-53.893,46.767,125,85,203
CP53,ctx-lh-superiorparietal,1029,2.2360680103302,nearest-neighbor,-45.107,-42.893,46.767,129,96,203
CP54,ctx-lh-postcentral,1022,2.0,nearest-neighbor,-48.107,-34.893,49.767,132,104,206
CP55,ctx-lh-postcentral,1022,2.2360680103302,nearest-neighbor,-52.107,-24.893,50.767,136,114,207
CP56,ctx-lh-postcentral,1022,1.4142135381698608,nearest-neighbor,-52.107,-13.893,48.767,136,125,205
CP57,ctx-lh-superiorparietal,1029,1.0,nearest-neighbor,-12.107,-71.893,43.767,96,67,200
CP58,ctx-lh-superiorparietal,1029,1.4142135381698608,nearest-neighbor,-21.107,-67.893,47.767,105,71,204
CP59,ctx-lh-superiorparietal,1029,2.4494898319244385,nearest-neighbor,-28.107,-59.893,51.767,112,79,208
CP60,ctx-lh-superiorparietal,1029,2.0,nearest-neighbor,-34.107,-51.893,53.767,118,87,210
CP61,ctx-lh-postcentral,1022,1.7320507764816284,nearest-neighbor,-38.107,-41.893,54.767,122,97,211
CP62,ctx-lh-postcentral,1022,2.2360680103302,nearest-neighbor,-42.107,-31.893,56.767,126,107,213
CP63,ctx-lh-postcentral,1022,1.7320507764816284,nearest-neighbor,-43.107,-21.893,56.767,127,117,213
CP64,ctx-lh-precentral,1024,1.4142135381698608,nearest-neighbor,-44.107,-11.893,54.767,128,127,211
FM01,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-30.107,59.107,41.767,114,198,198
FM02,ctx-lh-rostralmiddlefrontal,1027,1.4142135381698608,nearest-neighbor,-37.107,51.107,42.767,121,190,199
FM03,ctx-lh-rostralmiddlefrontal,1027,2.2360680103302,nearest-neighbor,-42.107,42.107,42.767,126,181,199
FM04,ctx-lh-rostralmiddlefrontal,1027,1.4142135381698608,nearest-neighbor,-47.107,33.107,42.767,131,172,199
FM05,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-51.107,24.107,41.767,135,163,198
FM06,ctx-lh-precentral,1024,2.2360680103302,nearest-neighbor,-53.107,14.107,39.767,137,153,196
FM07,ctx-lh-precentral,1024,3.316624879837036,nearest-neighbor,-56.107,5.107,39.767,140,144,196
FM08,ctx-lh-precentral,1024,2.8284270763397217,nearest-neighbor,-60.107,-3.893,36.767,144,135,193
FM09,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-34.107,61.107,33.767,118,200,190
FM10,ctx-lh-rostralmiddlefrontal,1027,2.8284270763397217,nearest-neighbor,-41.107,53.107,33.767,125,192,190
FM11,ctx-lh-rostralmiddlefrontal,1027,1.4142135381698608,nearest-neighbor,-46.107,45.107,34.767,130,184,191
FM12,ctx-lh-rostralmiddlefrontal,1027,1.4142135381698608,nearest-neighbor,-50.107,36.107,33.767,134,175,190
FM13,ctx-lh-parsopercularis,1018,1.0,nearest-neighbor,-55.107,26.107,33.767,139,165,190
FM14,ctx-lh-parsopercularis,1018,2.2360680103302,nearest-neighbor,-58.107,17.107,31.767,142,156,188
FM15,ctx-lh-precentral,1024,3.0,nearest-neighbor,-61.107,8.107,30.767,145,147,187
FM16,ctx-lh-precentral,1024,3.0,nearest-neighbor,-63.107,-1.893,28.767,147,137,185
FL01,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-31.107,64.107,28.767,115,203,185
FL02,ctx-lh-rostralmiddlefrontal,1027,1.7320507764816284,nearest-neighbor,-40.107,57.107,27.767,124,196,184
FL03,ctx-lh-rostralmiddlefrontal,1027,1.4142135381698608,nearest-neighbor,-45.107,49.107,27.767,129,188,184
FL04,ctx-lh-parstriangularis,1020,1.4142135381698608,nearest-neighbor,-51.107,41.107,26.767,135,180,183
FL05,ctx-lh-parstriangularis,1020,1.0,nearest-neighbor,-55.107,32.107,23.767,139,171,180
FL06,ctx-lh-parsopercularis,1018,0.0,direct,-58.107,22.107,22.767,142,161,179
FL07,ctx-lh-precentral,1024,1.0,nearest-neighbor,-61.107,13.107,20.767,145,152,177
FL08,ctx-lh-postcentral,1022,1.7320507764816284,nearest-neighbor,-62.107,4.107,19.767,146,143,176
FL09,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-32.107,65.107,16.767,116,204,173
FL10,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-40.107,59.107,17.767,124,198,174
FL11,ctx-lh-parstriangularis,1020,1.7320507764816284,nearest-neighbor,-46.107,51.107,16.767,130,190,173
FL12,ctx-lh-parstriangularis,1020,1.0,nearest-neighbor,-52.107,43.107,15.767,136,182,172
FL13,ctx-lh-parstriangularis,1020,2.2360680103302,nearest-neighbor,-54.107,32.107,13.767,138,171,170
FL14,ctx-lh-parsopercularis,1018,1.4142135381698608,nearest-neighbor,-54.107,23.107,12.767,138,162,169
FL15,ctx-lh-precentral,1024,1.0,nearest-neighbor,-59.107,13.107,10.767,143,152,167
FL16,ctx-lh-postcentral,1022,2.2360680103302,nearest-neighbor,-61.107,5.107,10.767,145,144,167
iH1,ctx-rh-paracentral,2017,0.0,direct,0.893,-20.893,41.767,83,118,198
iH2,ctx-rh-paracentral,2017,0.0,direct,-0.107,-29.893,46.767,84,109,203
iH3,ctx-rh-paracentral,2017,0.0,direct,-1.107,-37.893,51.767,85,101,208
iH4,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-4.107,-45.893,55.767,88,93,212
iH5,ctx-lh-paracentral,1017,1.7320507764816284,nearest-neighbor,-11.107,-51.893,56.767,95,87,213
iH6,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-20.107,-52.893,55.767,104,86,212
iH7,ctx-lh-superiorparietal,1029,1.0,nearest-neighbor,-29.107,-53.893,50.767,113,85,207
iH8,ctx-lh-superiorparietal,1029,1.4142135381698608,nearest-neighbor,-36.107,-51.893,43.767,120,87,200
