electrode_name,region
P01,ctx-lh-inferiorparietal
P02,ctx-lh-inferiorparietal
P04,ctx-lh-superiortemporal
P05,ctx-lh-superiortemporal
P06,ctx-lh-superiortemporal
P07,ctx-lh-middletemporal
P08,ctx-lh-middletemporal
P09,ctx-lh-inferiorparietal
P10,ctx-lh-inferiorparietal
P13,ctx-lh-superiortemporal
P14,ctx-lh-superiortemporal
P15,ctx-lh-superiortemporal
P16,ctx-lh-superiortemporal
P17,ctx-lh-inferiorparietal
P18,ctx-lh-inferiorparietal
P22,ctx-lh-supramarginal
P23,ctx-lh-postcentral
P24,ctx-lh-postcentral
P25,ctx-lh-inferiorparietal
P26,ctx-lh-inferiorparietal
P27,ctx-lh-supramarginal
P28,ctx-lh-supramarginal
P29,ctx-lh-supramarginal
P30,ctx-lh-supramarginal
P31,ctx-lh-postcentral
P32,ctx-lh-postcentral
P35,ctx-lh-postcentral
P36,ctx-lh-postcentral
P37,ctx-lh-supramarginal
P38,ctx-lh-supramarginal
P39,ctx-lh-postcentral
P40,ctx-lh-postcentral
P43,ctx-lh-postcentral
P44,ctx-lh-postcentral
P45,ctx-lh-postcentral
P46,ctx-lh-precentral
P47,ctx-lh-precentral
P48,ctx-lh-precentral
Fb52,ctx-lh-parstriangularis
Fb53,ctx-lh-parstriangularis
Fb55,ctx-lh-parsopercularis
Fb56,ctx-lh-precentral
Fb59,ctx-lh-parsorbitalis
Fb60,ctx-lh-parsorbitalis
Fb61,ctx-lh-parsorbitalis
Fb62,ctx-lh-superiortemporal
Fb63,ctx-lh-parsopercularis
Fb64,ctx-lh-precentral
vT6,ctx-lh-superiortemporal
vT7,ctx-lh-superiortemporal
vT8,ctx-lh-superiortemporal
sT7,ctx-lh-middletemporal
sT8,ctx-lh-middletemporal
T01,ctx-lh-superiortemporal
T02,ctx-lh-superiortemporal
T03,ctx-lh-superiortemporal
T04,ctx-lh-superiortemporal
T05,ctx-lh-superiortemporal
T06,ctx-lh-superiortemporal
T07,ctx-lh-superiortemporal
T08,ctx-lh-middletemporal
F12,ctx-lh-parstriangularis
F16,ctx-lh-precentral
