electrode_name,region
F01,ctx-lh-superiortemporal
F02,ctx-lh-superiortemporal
F03,ctx-lh-superiortemporal
F04,ctx-lh-superiortemporal
F05,ctx-lh-parstriangularis
F06,ctx-lh-parsorbitalis
F07,ctx-lh-parsorbitalis
F08,ctx-lh-rostralmiddlefrontal
F09,ctx-lh-superiortemporal
F10,ctx-lh-superiortemporal
F11,ctx-lh-superiortemporal
F12,ctx-lh-parsopercularis
F13,ctx-lh-parstriangularis
F14,ctx-lh-parstriangularis
F15,ctx-lh-rostralmiddlefrontal
F16,ctx-lh-rostralmiddlefrontal
F17,ctx-lh-postcentral
F18,ctx-lh-precentral
F19,ctx-lh-precentral
F20,ctx-lh-parsopercularis
F21,ctx-lh-parsopercularis
F22,ctx-lh-parstriangularis
F23,ctx-lh-rostralmiddlefrontal
F24,ctx-lh-rostralmiddlefrontal
F25,ctx-lh-postcentral
F26,ctx-lh-precentral
F27,ctx-lh-parsopercularis
F28,ctx-lh-parsopercularis
F29,ctx-lh-parstriangularis
F30,ctx-lh-rostralmiddlefrontal
F31,ctx-lh-rostralmiddlefrontal
F32,ctx-lh-rostralmiddlefrontal
F33,ctx-lh-precentral
F34,ctx-lh-precentral
F35,ctx-lh-precentral
F36,ctx-lh-rostralmiddlefrontal
F37,ctx-lh-rostralmiddlefrontal
F38,ctx-lh-rostralmiddlefrontal
F39,ctx-lh-rostralmiddlefrontal
F40,ctx-lh-rostralmiddlefrontal
F41,ctx-lh-postcentral
F42,ctx-lh-precentral
F43,ctx-lh-caudalmiddlefrontal
F44,ctx-lh-caudalmiddlefrontal
F45,ctx-lh-rostralmiddlefrontal
F46,ctx-lh-rostralmiddlefrontal
F47,ctx-lh-rostralmiddlefrontal
F48,ctx-lh-superiorfrontal
C49,ctx-lh-inferiorparietal
C50,ctx-lh-inferiorparietal
C51,ctx-lh-supramarginal
C52,ctx-lh-superiorparietal
C53,ctx-lh-postcentral
C54,ctx-lh-postcentral
C55,ctx-lh-postcentral
C56,ctx-lh-precentral
C57,ctx-lh-superiorparietal
C58,ctx-lh-superiorparietal
C59,ctx-lh-superiorparietal
C60,ctx-lh-postcentral
C61,ctx-lh-postcentral
C62,ctx-lh-postcentral
C63,ctx-lh-precentral
C64,ctx-lh-caudalmiddlefrontal
T01,ctx-lh-lateraloccipital
T02,ctx-lh-lateraloccipital
T03,ctx-lh-inferiortemporal
T04,ctx-lh-middletemporal
T05,ctx-lh-middletemporal
T06,ctx-lh-middletemporal
T07,ctx-lh-middletemporal
T08,ctx-lh-middletemporal
T09,ctx-lh-lateraloccipital
T10,ctx-lh-inferiortemporal
T11,ctx-lh-inferiortemporal
T12,ctx-lh-middletemporal
T13,ctx-lh-middletemporal
T14,ctx-lh-middletemporal
T15,ctx-lh-superiortemporal
T16,ctx-lh-superiortemporal
sT1,ctx-lh-lingual
sT2,ctx-lh-lingual
sT3,ctx-lh-parahippocampal
sT4,Left-Cerebellum-Cortex
sT5,ctx-lh-entorhinal
sT6,ctx-lh-entorhinal
sT7,ctx-lh-inferiortemporal
sT8,ctx-lh-superiortemporal
FP1,ctx-lh-medialorbitofrontal
FP2,ctx-lh-medialorbitofrontal
FP3,ctx-lh-lateralorbitofrontal
FP4,ctx-lh-superiorfrontal
FP5,ctx-lh-rostralmiddlefrontal
FP6,ctx-lh-rostralmiddlefrontal
FP7,ctx-lh-rostralmiddlefrontal
FP8,ctx-lh-rostralmiddlefrontal
HF1,ctx-lh-postcentral
HF2,ctx-lh-precentral
HF3,ctx-lh-precentral
HF4,ctx-lh-caudalmiddlefrontal
HF5,ctx-lh-caudalmiddlefrontal
HF6,ctx-lh-caudalmiddlefrontal
HF7,ctx-lh-caudalmiddlefrontal
HF8,ctx-lh-rostralmiddlefrontal
D1,Left-Caudate
D2,Left-Cerebral-White-Matter
D3,Left-Cerebral-White-Matter
D4,ctx-lh-rostralmiddlefrontal
D5,ctx-lh-rostralmiddlefrontal
D6,ctx-lh-rostralmiddlefrontal
