electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
T01,ctx-rh-middletemporal,2015,0.0,direct,49.959,36.175,-10.233,37,175,146
T02,ctx-rh-middletemporal,2015,1.0,nearest-neighbor,55.959,28.175,-8.233,31,167,148
T03,ctx-rh-middletemporal,2015,1.0,nearest-neighbor,58.959,19.175,-7.233,28,158,149
T04,ctx-rh-middletemporal,2015,1.4142135,nearest-neighbor,61.959,7.175,-4.233,25,146,152
T05,ctx-rh-middletemporal,2015,1.0,nearest-neighbor,63.959,-1.825,-2.233,23,137,154
T06,ctx-rh-middletemporal,2015,1.0,nearest-neighbor,63.959,-12.825,0.767,23,126,157
T07,ctx-rh-middletemporal,2015,1.0,nearest-neighbor,62.959,-22.825,2.767,24,116,159
T08,ctx-rh-middletemporal,2015,1.0,nearest-neighbor,60.959,-31.825,4.767,26,107,161
T09,ctx-rh-superiortemporal,2030,0.0,direct,49.959,37.175,0.767,37,176,157
T10,ctx-rh-superiortemporal,2030,1.7320508,nearest-neighbor,54.959,29.175,2.767,32,168,159
T11,ctx-rh-middletemporal,2015,1.0,nearest-neighbor,60.959,20.175,3.767,26,159,160
T12,ctx-rh-middletemporal,2015,0.0,direct,62.959,10.175,5.767,24,149,162
T13,ctx-rh-superiortemporal,2030,1.4142135,nearest-neighbor,64.959,0.175,7.767,22,139,164
T14,ctx-rh-superiortemporal,2030,1.4142135,nearest-neighbor,64.959,-10.825,9.767,22,128,166
T15,ctx-rh-superiortemporal,2030,1.7320508,nearest-neighbor,62.959,-19.825,11.767,24,119,168
T16,ctx-rh-inferiorparietal,2008,1.7320508,nearest-neighbor,60.959,-29.825,14.767,26,109,171
T17,ctx-rh-superiortemporal,2030,1.0,nearest-neighbor,49.959,39.175,10.767,37,178,167
T18,ctx-rh-superiortemporal,2030,1.0,nearest-neighbor,54.959,30.175,11.767,32,169,168
T19,ctx-rh-superiortemporal,2030,0.0,direct,58.959,23.175,13.767,28,162,170
T20,ctx-rh-superiortemporal,2030,1.0,nearest-neighbor,62.959,11.175,15.767,24,150,172
T21,ctx-rh-superiortemporal,2030,0.0,direct,63.959,2.175,18.767,23,141,175
T22,ctx-rh-superiortemporal,2030,1.0,nearest-neighbor,63.959,-7.825,19.767,23,131,176
T23,ctx-rh-superiortemporal,2030,1.0,nearest-neighbor,63.959,-17.825,21.767,23,121,178
T24,ctx-rh-superiortemporal,2030,1.7320508,nearest-neighbor,61.959,-28.825,23.767,25,110,180
T25,ctx-rh-parstriangularis,2020,1.4142135,nearest-neighbor,51.959,42.175,19.767,35,181,176
T26,ctx-rh-parsopercularis,2018,1.0,nearest-neighbor,54.959,31.175,20.767,32,170,177
T27,ctx-rh-precentral,2024,0.0,direct,58.959,22.175,22.767,28,161,179
T28,ctx-rh-postcentral,2022,1.7320508,nearest-neighbor,60.959,14.175,24.767,26,153,181
T29,ctx-rh-postcentral,2022,1.0,nearest-neighbor,62.959,4.175,26.767,24,143,183
T30,ctx-rh-supramarginal,2031,1.0,nearest-neighbor,62.959,-5.825,28.767,24,133,185
T31,ctx-rh-supramarginal,2031,2.0,nearest-neighbor,63.959,-15.825,30.767,23,123,187
T32,ctx-rh-supramarginal,2031,1.4142135,nearest-neighbor,62.959,-25.825,33.767,24,113,190
P33,ctx-rh-precuneus,2025,1.0,nearest-neighbor,14.959,-46.825,74.767,72,92,231
P34,ctx-rh-superiorparietal,2029,1.0,nearest-neighbor,25.959,-46.825,72.767,61,92,229
P35,ctx-rh-superiorparietal,2029,1.4142135,nearest-neighbor,32.959,-44.825,67.767,54,94,224
P36,ctx-rh-superiorparietal,2029,2.0,nearest-neighbor,41.959,-41.825,62.767,45,97,219
P37,ctx-rh-superiorparietal,2029,1.0,nearest-neighbor,47.959,-38.825,56.767,39,100,213
P38,ctx-rh-inferiorparietal,2008,1.0,nearest-neighbor,55.959,-35.825,50.767,31,103,207
P39,ctx-rh-inferiorparietal,2008,1.0,nearest-neighbor,60.959,-29.825,42.767,26,109,199
P40,ctx-rh-supramarginal,2031,1.4142135,nearest-neighbor,62.959,-24.825,34.767,24,114,191
P41,ctx-rh-superiorparietal,2029,3.0,nearest-neighbor,14.959,-55.825,70.767,72,83,227
P42,ctx-rh-superiorparietal,2029,1.0,nearest-neighbor,24.959,-53.825,66.767,62,85,223
P43,ctx-rh-superiorparietal,2029,3.6055512,nearest-neighbor,31.959,-52.825,62.767,55,86,219
P44,ctx-rh-superiorparietal,2029,1.4142135,nearest-neighbor,40.959,-50.825,58.767,46,88,215
P45,ctx-rh-inferiorparietal,2008,1.4142135,nearest-neighbor,48.959,-45.825,52.767,38,93,209
P46,ctx-rh-inferiorparietal,2008,2.4494898,nearest-neighbor,55.959,-42.825,44.767,31,96,201
P47,ctx-rh-inferiorparietal,2008,1.0,nearest-neighbor,58.959,-37.825,37.767,28,101,194
P48,ctx-rh-supramarginal,2031,3.0,nearest-neighbor,60.959,-31.825,28.767,26,107,185
Oc49,ctx-rh-lateraloccipital,2011,2.236068,nearest-neighbor,8.959,-86.825,10.767,78,52,167
Oc50,ctx-rh-lateraloccipital,2011,1.4142135,nearest-neighbor,18.959,-82.825,12.767,68,56,169
