electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
T25,ctx-lh-inferiortemporal,1009,1.3552879,nearest-neighbor,-48.281,2.344,-33.5,179,130,41
T26,ctx-lh-inferiortemporal,1009,1.9166666,nearest-neighbor,-52.969,-5.156,-29.5,184,122,45
T27,ctx-lh-middletemporal,1015,2.3474276,nearest-neighbor,-55.781,-12.656,-22.5,187,114,52
T28,ctx-lh-middletemporal,1015,2.1428986,nearest-neighbor,-58.594,-22.969,-15.5,190,103,59
T29,ctx-lh-superiortemporal,1030,2.1428986,nearest-neighbor,-56.719,-33.281,-10.5,188,92,64
T30,ctx-lh-middletemporal,1015,2.7105758,nearest-neighbor,-54.844,-41.719,-4.5,186,83,70
T31,ctx-lh-middletemporal,1015,0.9583333,nearest-neighbor,-51.094,-51.094,0.5,182,73,75
T32,ctx-lh-inferiorparietal,1008,1.3552879,nearest-neighbor,-45.469,-58.594,3.5,176,65,78
P33,ctx-lh-superiorfrontal,1028,0.9583333,nearest-neighbor,-9.844,20.156,52.5,138,149,127
P34,ctx-lh-superiorfrontal,1028,1.3552879,nearest-neighbor,-19.219,12.656,52.5,148,141,127
P35,ctx-lh-caudalmiddlefrontal,1003,1.3552879,nearest-neighbor,-24.844,6.094,47.5,154,134,122
P36,ctx-lh-caudalmiddlefrontal,1003,1.659882,nearest-neighbor,-31.406,-1.406,45.5,161,126,120
P37,ctx-lh-precentral,1024,0.0,direct,-32.344,-10.781,37.5,162,116,112
P38,ctx-lh-precentral,1024,1.3552879,nearest-neighbor,-35.156,-17.344,30.5,165,109,105
P39,ctx-lh-postcentral,1022,2.1428986,nearest-neighbor,-28.594,-22.969,20.5,158,103,95
P40,ctx-lh-superiorparietal,1029,0.9583333,nearest-neighbor,-33.281,-30.469,16.5,163,95,91
P41,ctx-lh-superiorfrontal,1028,0.9583333,nearest-neighbor,-16.406,26.719,48.5,145,156,123
P42,ctx-lh-superiorfrontal,1028,0.9583333,nearest-neighbor,-23.906,20.156,46.5,153,149,121
P43,ctx-lh-superiorfrontal,1028,2.875,nearest-neighbor,-30.469,12.656,43.5,160,141,118
P44,ctx-lh-caudalmiddlefrontal,1003,1.659882,nearest-neighbor,-37.969,5.156,39.5,168,133,114
P45,ctx-lh-caudalmiddlefrontal,1003,0.9583333,nearest-neighbor,-42.656,-3.281,33.5,173,124,108
P46,ctx-lh-precentral,1024,0.9583333,nearest-neighbor,-44.531,-10.781,26.5,175,116,101
P47,ctx-lh-postcentral,1022,2.7105758,nearest-neighbor,-36.094,-18.281,15.5,166,108,90
P48,ctx-lh-superiortemporal,1030,2.7105758,nearest-neighbor,-41.719,-26.719,11.5,172,99,86
PO49,Left-Cerebral-White-Matter,2,3.9513094,nearest-neighbor,-7.969,-80.156,-11.5,136,42,63
PO50,Left-Cerebral-White-Matter,2,4.0658636,nearest-neighbor,-17.344,-63.281,-3.5,146,60,71
PO51,ctx-lh-superiorparietal,1029,2.875,nearest-neighbor,-14.531,-60.469,0.5,143,63,75
PO52,ctx-lh-superiorparietal,1029,3.9513094,nearest-neighbor,-17.344,-63.281,9.5,146,60,84
PO53,ctx-lh-superiorparietal,1029,1.3552879,nearest-neighbor,-26.719,-66.094,21.5,156,57,96
PO54,ctx-lh-superiorparietal,1029,2.1428986,nearest-neighbor,-29.531,-59.531,29.5,159,64,104
PO55,ctx-lh-superiorparietal,1029,1.9166666,nearest-neighbor,-26.719,-49.219,28.5,156,75,103
PO56,ctx-lh-postcentral,1022,1.659882,nearest-neighbor,-21.094,-36.094,30.5,150,89,105
PO57,ctx-rh-cuneus,2005,2.1428986,nearest-neighbor,-0.469,-74.531,-6.5,128,48,68
PO58,ctx-lh-superiorparietal,1029,3.0305161,nearest-neighbor,-13.594,-60.469,1.5,142,63,76
PO59,ctx-lh-superiorparietal,1029,3.45532,nearest-neighbor,-10.781,-64.219,8.5,139,59,83
PO60,ctx-lh-superiorparietal,1029,2.875,nearest-neighbor,-10.781,-67.031,17.5,139,56,92
PO61,ctx-lh-superiorparietal,1029,0.0,direct,-15.469,-67.969,28.5,144,55,103
PO62,ctx-lh-superiorparietal,1029,0.9583333,nearest-neighbor,-20.156,-58.594,33.5,149,65,108
PO63,Left-Cerebral-White-Matter,2,2.1428986,nearest-neighbor,-22.031,-51.094,36.5,151,73,111
PO64,ctx-lh-postcentral,1022,1.3552879,nearest-neighbor,-22.031,-40.781,41.5,151,84,116
F01,ctx-lh-lateralorbitofrontal,1012,0.9583333,nearest-neighbor,-25.781,61.406,2.5,155,193,77
F02,ctx-lh-rostralmiddlefrontal,1027,0.9583333,nearest-neighbor,-33.281,56.719,7.5,163,188,82
F03,ctx-lh-rostralmiddlefrontal,1027,1.3552879,nearest-neighbor,-38.906,48.281,9.5,169,179,84
F04,ctx-lh-rostralmiddlefrontal,1027,0.9583333,nearest-neighbor,-42.656,38.906,12.5,173,169,87
F05,ctx-lh-parstriangularis,1020,1.659882,nearest-neighbor,-45.469,29.531,14.5,176,159,89
F06,ctx-lh-parstriangularis,1020,0.9583333,nearest-neighbor,-47.344,19.219,17.5,178,148,92
F07,ctx-lh-parsopercularis,1018,0.9583333,nearest-neighbor,-48.281,9.844,20.5,179,138,95
F08,ctx-lh-precentral,1024,1.3552879,nearest-neighbor,-47.344,-1.406,21.5,178,126,96
vT1,ctx-lh-entorhinal,1006,1.3552879,nearest-neighbor,-12.656,-2.344,-31.5,141,125,43
vT2,ctx-lh-entorhinal,1006,3.9513094,nearest-neighbor,-15.469,7.031,-33.5,144,135,41
vT3,ctx-lh-superiortemporal,1030,1.3552879,nearest-neighbor,-22.031,18.281,-36.5,151,147,38
vT4,ctx-lh-superiortemporal,1030,0.9583333,nearest-neighbor,-30.469,23.906,-32.5,160,153,42
vT5,ctx-lh-superiortemporal,1030,1.3552879,nearest-neighbor,-39.844,22.969,-26.5,170,152,48
vT6,ctx-lh-superiortemporal,1030,1.3552879,nearest-neighbor,-45.469,17.344,-20.5,176,146,54
vT7,ctx-lh-superiortemporal,1030,1.3552879,nearest-neighbor,-49.219,10.781,-14.5,180,139,60
vT8,ctx-lh-superiortemporal,1030,0.9583333,nearest-neighbor,-52.031,2.344,-8.5,183,130,66
sT1,ctx-lh-entorhinal,1006,2.875,nearest-neighbor,-14.531,5.156,-31.5,143,133,43
sT2,ctx-lh-inferiortemporal,1009,2.875,nearest-neighbor,-19.219,3.281,-39.5,148,131,35
sT3,ctx-lh-inferiortemporal,1009,1.3552879,nearest-neighbor,-33.281,4.219,-43.5,163,132,31
sT4,ctx-lh-inferiortemporal,1009,1.3552879,nearest-neighbor,-43.594,-0.469,-39.5,174,127,35
sT5,ctx-lh-inferiortemporal,1009,0.9583333,nearest-neighbor,-50.156,-5.156,-34.5,181,122,40
sT6,ctx-lh-inferiortemporal,1009,0.9583333,nearest-neighbor,-52.969,-11.719,-27.5,184,115,47
sT7,ctx-lh-middletemporal,1015,1.659882,nearest-neighbor,-56.719,-14.531,-17.5,188,112,57
sT8,ctx-lh-middletemporal,1015,0.9583333,nearest-neighbor,-56.719,-22.969,-6.5,188,103,68
Oc1,ctx-lh-lateraloccipital,1011,1.3552879,nearest-neighbor,-23.906,-81.094,-20.5,153,41,54
Oc2,ctx-lh-lateraloccipital,1011,0.9583333,nearest-neighbor,-27.656,-81.094,-16.5,157,41,58
Oc3,ctx-lh-lateraloccipital,1011,2.1428986,nearest-neighbor,-37.031,-71.719,-19.5,167,51,55
Oc4,ctx-lh-lateraloccipital,1011,2.3474276,nearest-neighbor,-36.094,-72.656,-3.5,166,50,71
Oc5,ctx-lh-lateraloccipital,1011,3.0305161,nearest-neighbor,-15.469,-82.031,-13.5,144,40,61
Oc6,ctx-lh-lateraloccipital,1011,0.0,direct,-22.031,-78.281,-7.5,151,44,67
Oc7,Left-Cerebral-White-Matter,2,4.391635,nearest-neighbor,-18.281,-64.219,-3.5,147,59,71
Oc8,ctx-lh-inferiorparietal,1008,2.875,nearest-neighbor,-21.094,-58.594,3.5,150,65,78
