electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
P01,ctx-rh-lateraloccipital,2011,3.0,nearest-neighbor,33.904,-72.584,-21.578,49,71,125
P02,ctx-rh-lateraloccipital,2011,2.4494898319244385,nearest-neighbor,35.904,-72.584,-11.578,47,71,135
P03,ctx-rh-lateraloccipital,2011,1.7320507764816284,nearest-neighbor,35.904,-71.584,-1.578,47,72,145
P04,ctx-rh-inferiorparietal,2008,1.4142135381698608,nearest-neighbor,35.904,-70.584,7.422,47,73,154
P05,ctx-rh-inferiorparietal,2008,2.0,nearest-neighbor,36.904,-68.584,18.422,46,75,165
P06,ctx-rh-superiorparietal,2029,2.2360680103302,nearest-neighbor,33.904,-66.584,27.422,49,77,174
P07,ctx-rh-superiorparietal,2029,1.4142135381698608,nearest-neighbor,32.904,-64.584,35.422,50,79,182
P08,ctx-rh-superiorparietal,2029,1.4142135381698608,nearest-neighbor,26.904,-63.584,44.422,56,80,191
P09,ctx-rh-lateraloccipital,2011,1.0,nearest-neighbor,39.904,-64.584,-24.578,43,79,122
P10,ctx-rh-lateraloccipital,2011,2.2360680103302,nearest-neighbor,43.904,-64.584,-12.578,39,79,134
P11,ctx-rh-lateraloccipital,2011,2.2360680103302,nearest-neighbor,43.904,-63.584,-2.578,39,80,144
P12,ctx-rh-inferiorparietal,2008,2.0,nearest-neighbor,42.904,-62.584,6.422,40,81,153
P13,ctx-rh-inferiorparietal,2008,2.2360680103302,nearest-neighbor,43.904,-61.584,16.422,39,82,163
P14,ctx-rh-inferiorparietal,2008,2.2360680103302,nearest-neighbor,42.904,-59.584,27.422,40,84,174
P15,ctx-rh-superiorparietal,2029,2.0,nearest-neighbor,37.904,-57.584,36.422,45,86,183
P16,ctx-rh-superiorparietal,2029,2.2360680103302,nearest-neighbor,33.904,-54.584,46.422,49,89,193
P17,ctx-rh-lateraloccipital,2011,1.0,nearest-neighbor,45.904,-56.584,-23.578,37,87,123
P18,ctx-rh-lateraloccipital,2011,3.0,nearest-neighbor,47.904,-56.584,-14.578,35,87,132
P19,ctx-rh-middletemporal,2015,2.8284270763397217,nearest-neighbor,47.904,-55.584,-3.578,35,88,143
P20,ctx-rh-inferiorparietal,2008,2.4494898319244385,nearest-neighbor,48.904,-54.584,6.422,34,89,153
P21,ctx-rh-inferiorparietal,2008,3.0,nearest-neighbor,50.904,-52.584,16.422,32,91,163
P22,ctx-rh-inferiorparietal,2008,2.8284270763397217,nearest-neighbor,49.904,-51.584,26.422,33,92,173
P23,ctx-rh-inferiorparietal,2008,2.2360680103302,nearest-neighbor,46.904,-48.584,37.422,36,95,184
P24,ctx-rh-superiorparietal,2029,0.0,direct,41.904,-44.584,45.422,41,99,192
P25,ctx-rh-inferiortemporal,2009,1.4142135381698608,nearest-neighbor,45.904,-45.584,-26.578,37,98,120
P26,ctx-rh-inferiortemporal,2009,2.4494898319244385,nearest-neighbor,51.904,-47.584,-15.578,31,96,131
P27,ctx-rh-middletemporal,2015,1.7320507764816284,nearest-neighbor,52.904,-46.584,-5.578,30,97,141
P28,ctx-rh-inferiorparietal,2008,2.2360680103302,nearest-neighbor,53.904,-45.584,4.422,29,98,151
P29,ctx-rh-inferiorparietal,2008,2.0,nearest-neighbor,54.904,-44.584,15.422,28,99,162
P30,ctx-rh-inferiorparietal,2008,2.2360680103302,nearest-neighbor,54.904,-42.584,25.422,28,101,172
P31,ctx-rh-supramarginal,2031,2.2360680103302,nearest-neighbor,51.904,-40.584,36.422,31,103,183
P32,ctx-rh-superiorparietal,2029,1.0,nearest-neighbor,44.904,-36.584,44.422,38,107,191
P33,ctx-rh-inferiortemporal,2009,0.0,direct,49.904,-37.584,-26.578,33,106,120
P34,ctx-rh-inferiortemporal,2009,1.0,nearest-neighbor,55.904,-37.584,-17.578,27,106,129
P35,ctx-rh-middletemporal,2015,3.0,nearest-neighbor,57.904,-36.584,-6.578,25,107,140
P36,ctx-rh-middletemporal,2015,2.2360680103302,nearest-neighbor,57.904,-35.584,3.422,25,108,150
P37,ctx-rh-superiortemporal,2030,2.2360680103302,nearest-neighbor,57.904,-33.584,14.422,25,110,161
P38,ctx-rh-supramarginal,2031,2.0,nearest-neighbor,57.904,-31.584,23.422,25,112,170
P39,ctx-rh-supramarginal,2031,1.7320507764816284,nearest-neighbor,55.904,-29.584,34.422,27,114,181
P40,ctx-rh-supramarginal,2031,1.0,nearest-neighbor,51.904,-27.584,43.422,31,116,190
P41,ctx-rh-inferiortemporal,2009,1.0,nearest-neighbor,49.904,-28.584,-27.578,33,115,119
P42,ctx-rh-inferiortemporal,2009,2.8284270763397217,nearest-neighbor,55.904,-28.584,-18.578,27,115,128
P43,ctx-rh-middletemporal,2015,1.7320507764816284,nearest-neighbor,60.904,-27.584,-9.578,22,116,137
P44,ctx-rh-middletemporal,2015,1.7320507764816284,nearest-neighbor,60.904,-25.584,1.422,22,118,148
P45,ctx-rh-superiortemporal,2030,2.0,nearest-neighbor,60.904,-23.584,11.422,22,120,158
P46,ctx-rh-supramarginal,2031,2.2360680103302,nearest-neighbor,59.904,-22.584,22.422,23,121,169
