electrode_name,region
F01,ctx-lh-superiorfrontal
F02,ctx-lh-superiorfrontal
F03,ctx-lh-superiorfrontal
F04,ctx-lh-superiorfrontal
F05,ctx-lh-rostralmiddlefrontal
F06,ctx-lh-caudalmiddlefrontal
F07,ctx-lh-caudalmiddlefrontal
F08,ctx-lh-caudalmiddlefrontal
F09,ctx-lh-superiorfrontal
F10,ctx-lh-superiorfrontal
F11,ctx-lh-superiorfrontal
F12,ctx-lh-rostralmiddlefrontal
F13,ctx-lh-rostralmiddlefrontal
F14,ctx-lh-caudalmiddlefrontal
F15,ctx-lh-caudalmiddlefrontal
F16,ctx-lh-caudalmiddlefrontal
F17,ctx-lh-superiorfrontal
F18,ctx-lh-rostralmiddlefrontal
F19,ctx-lh-rostralmiddlefrontal
F20,ctx-lh-rostralmiddlefrontal
F21,ctx-lh-rostralmiddlefrontal
F22,ctx-lh-caudalmiddlefrontal
F23,ctx-lh-caudalmiddlefrontal
F24,ctx-lh-precentral
F25,ctx-lh-rostralmiddlefrontal
F26,ctx-lh-rostralmiddlefrontal
F27,ctx-lh-rostralmiddlefrontal
F28,ctx-lh-rostralmiddlefrontal
F29,ctx-lh-rostralmiddlefrontal
F30,ctx-lh-precentral
F31,ctx-lh-precentral
F32,ctx-lh-precentral
F33,ctx-lh-rostralmiddlefrontal
F34,ctx-lh-rostralmiddlefrontal
F35,ctx-lh-parstriangularis
F36,ctx-lh-parstriangularis
F37,ctx-lh-parsopercularis
F38,ctx-lh-precentral
F39,ctx-lh-precentral
F40,ctx-lh-postcentral
F41,ctx-lh-rostralmiddlefrontal
F42,ctx-lh-parsorbitalis
F43,ctx-lh-parstriangularis
F44,ctx-lh-parstriangularis
F45,ctx-lh-parsopercularis
F46,ctx-lh-precentral
F47,ctx-lh-postcentral
F48,ctx-lh-postcentral
P49,ctx-lh-inferiorparietal
P50,ctx-lh-inferiorparietal
P51,ctx-lh-superiortemporal
P52,ctx-lh-superiortemporal
P53,ctx-lh-superiortemporal
P54,ctx-lh-superiortemporal
P55,ctx-lh-superiortemporal
P56,ctx-lh-superiortemporal
P57,ctx-lh-inferiorparietal
P58,ctx-lh-inferiorparietal
P59,ctx-lh-supramarginal
P60,ctx-lh-supramarginal
P61,ctx-lh-supramarginal
P62,ctx-lh-supramarginal
P63,ctx-lh-postcentral
P64,ctx-lh-postcentral
C01,ctx-lh-postcentral
C02,ctx-lh-postcentral
C03,ctx-lh-postcentral
C04,ctx-lh-postcentral
C05,ctx-lh-postcentral
C06,ctx-lh-postcentral
C07,ctx-lh-precentral
C08,ctx-lh-precentral
C09,ctx-lh-postcentral
C10,ctx-lh-postcentral
C11,ctx-lh-postcentral
C12,ctx-lh-postcentral
C13,ctx-lh-postcentral
C14,ctx-lh-postcentral
C15,ctx-lh-precentral
C16,ctx-lh-precentral
IH1,ctx-lh-precuneus
IH2,ctx-lh-precuneus
IH3,ctx-lh-precuneus
IH4,ctx-rh-paracentral
IH5,ctx-rh-paracentral
IH6,ctx-rh-posteriorcingulate
IH7,ctx-rh-superiorfrontal
IH8,ctx-rh-superiorfrontal
ST1,ctx-lh-entorhinal
ST2,ctx-lh-entorhinal
ST3,ctx-lh-superiortemporal
ST4,ctx-lh-superiortemporal
ST5,ctx-lh-superiortemporal
ST6,ctx-lh-superiortemporal
ST7,ctx-lh-middletemporal
ST8,ctx-lh-superiortemporal
C17,ctx-lh-postcentral
C18,ctx-lh-postcentral
C19,ctx-lh-postcentral
C20,ctx-lh-postcentral
C21,ctx-lh-precentral
C22,ctx-lh-precentral
C23,ctx-lh-precentral
C24,ctx-lh-precentral
C25,ctx-lh-postcentral
C26,ctx-lh-postcentral
C27,ctx-lh-postcentral
C28,ctx-lh-postcentral
C29,ctx-lh-precentral
C30,ctx-lh-precentral
C31,ctx-lh-precentral
C32,ctx-lh-precentral
