electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
C55,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-57.259,-15.007,52.166,142,124,206
C56,ctx-lh-supramarginal,1031,1.7320508,nearest-neighbor,-57.259,-25.007,52.166,142,114,206
C57,ctx-lh-parstriangularis,1020,2.0,nearest-neighbor,-53.259,45.993,43.166,138,185,197
C58,ctx-lh-parstriangularis,1020,1.4142135,nearest-neighbor,-58.259,35.993,45.166,143,175,199
C59,ctx-lh-parstriangularis,1020,3.0,nearest-neighbor,-55.259,24.993,43.166,140,164,197
C60,ctx-lh-parsopercularis,1018,0.0,direct,-58.259,14.993,44.166,143,154,198
C61,ctx-lh-precentral,1024,1.0,nearest-neighbor,-59.259,4.993,43.166,144,144,197
C62,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-62.259,-5.007,44.166,147,134,198
C63,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-60.259,-15.007,43.166,145,124,197
C64,ctx-lh-superiortemporal,1030,0.0,direct,-60.259,-25.007,43.166,145,114,197
sT1,ctx-lh-inferiortemporal,1009,2.0,nearest-neighbor,-25.259,12.993,-2.834,110,152,151
sT2,ctx-lh-inferiortemporal,1009,0.0,direct,-32.259,15.993,-10.834,117,155,143
sT3,ctx-lh-inferiortemporal,1009,0.0,direct,-43.259,15.993,-10.834,128,155,143
sT4,ctx-lh-middletemporal,1015,1.0,nearest-neighbor,-50.259,13.993,-5.834,135,153,148
sT5,ctx-lh-inferiortemporal,1009,1.7320508,nearest-neighbor,-51.259,8.993,0.166,136,148,154
sT6,ctx-lh-superiortemporal,1030,1.4142135,nearest-neighbor,-50.259,3.993,10.166,135,143,164
sT7,ctx-lh-superiortemporal,1030,0.0,direct,-52.259,-3.007,16.166,137,136,170
sT8,ctx-lh-superiortemporal,1030,2.0,nearest-neighbor,-54.259,-9.007,21.166,139,130,175
vT1,ctx-lh-entorhinal,1006,1.4142135,nearest-neighbor,-24.259,17.993,3.166,109,157,157
vT2,ctx-lh-superiortemporal,1030,0.0,direct,-29.259,24.993,-1.834,114,164,152
vT3,ctx-lh-superiortemporal,1030,0.0,direct,-36.259,26.993,-1.834,121,166,152
vT4,ctx-lh-superiortemporal,1030,0.0,direct,-42.259,25.993,0.166,127,165,154
vT5,Left-Cerebral-White-Matter,2,0.0,direct,-46.259,23.993,5.166,131,163,159
vT6,ctx-lh-lateralorbitofrontal,1012,0.0,direct,-48.259,27.993,18.166,133,167,172
vT7,ctx-lh-superiortemporal,1030,1.4142135,nearest-neighbor,-50.259,16.993,24.166,135,156,178
vT8,ctx-lh-superiortemporal,1030,0.0,direct,-52.259,15.993,30.166,137,155,184
