electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
F01,ctx-lh-superiorfrontal,1028,0.0,direct,4.439,67.175,50.632,86,213,185
F02,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-4.054,63.194,57.646,94,209,192
F03,ctx-lh-superiorfrontal,1028,3.0,nearest-neighbor,-7.578,54.539,63.864,98,200,199
F04,ctx-lh-superiorfrontal,1028,0.0,direct,-11.699,47.118,67.699,102,193,203
F05,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-13.54,37.696,72.646,104,184,207
F06,ctx-lh-caudalmiddlefrontal,1003,1.7320508,nearest-neighbor,-16.005,28.914,75.815,106,175,211
F07,ctx-lh-caudalmiddlefrontal,1003,1.0,nearest-neighbor,-16.652,19.973,79.503,107,166,214
F08,ctx-lh-caudalmiddlefrontal,1003,0.0,direct,-18.058,9.884,82.032,108,156,217
F09,ctx-lh-superiorfrontal,1028,1.4142135,nearest-neighbor,-6.931,69.97,46.921,97,216,182
F10,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-12.084,63.27,53.201,102,209,188
F11,ctx-lh-superiorfrontal,1028,1.4142135,nearest-neighbor,-16.721,56.505,57.656,107,202,192
F12,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-20.842,47.904,63.901,111,194,199
F13,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-23.85,39.184,68.295,114,185,203
F14,ctx-lh-caudalmiddlefrontal,1003,0.0,direct,-25.745,29.754,72.043,116,176,207
F15,ctx-lh-caudalmiddlefrontal,1003,1.0,nearest-neighbor,-28.264,20.374,75.218,119,166,210
F16,ctx-lh-caudalmiddlefrontal,1003,0.0,direct,-28.476,10.177,77.693,119,156,213
F17,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-15.176,68.836,40.091,105,215,175
F18,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-20.791,63.389,46.984,111,209,182
F19,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-25.402,56.628,52.039,116,203,187
F20,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-29.577,48.019,57.085,120,194,192
F21,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-32.042,38.647,61.459,122,185,196
F22,ctx-lh-caudalmiddlefrontal,1003,0.0,direct,-34.641,28.076,65.245,125,174,200
F23,ctx-lh-caudalmiddlefrontal,1003,0.0,direct,-36.536,19.237,67.788,127,165,203
F24,ctx-lh-precentral,1024,2.236068,nearest-neighbor,-36.694,9.047,71.463,127,155,206
F25,ctx-lh-rostralmiddlefrontal,1027,1.7320508,nearest-neighbor,-21.141,66.881,31.963,111,213,167
F26,ctx-lh-rostralmiddlefrontal,1027,1.7320508,nearest-neighbor,-28.521,61.6,39.535,119,208,174
F27,ctx-lh-rostralmiddlefrontal,1027,1.4142135,nearest-neighbor,-33.212,53.647,45.201,124,200,180
F28,ctx-lh-rostralmiddlefrontal,1027,1.7320508,nearest-neighbor,-36.247,44.923,48.995,127,191,184
F29,ctx-lh-rostralmiddlefrontal,1027,3.4641016,nearest-neighbor,-38.793,34.95,52.776,129,181,188
F30,ctx-lh-precentral,1024,2.236068,nearest-neighbor,-40.715,25.516,55.924,131,171,191
F31,ctx-lh-precentral,1024,0.0,direct,-43.126,16.741,60.292,133,163,195
F32,ctx-lh-precentral,1024,2.236068,nearest-neighbor,-44.316,8.453,64.001,135,154,199
F33,ctx-lh-rostralmiddlefrontal,1027,2.236068,nearest-neighbor,-26.617,63.676,23.82,117,210,159
F34,ctx-lh-rostralmiddlefrontal,1027,3.0,nearest-neighbor,-33.615,57.721,27.776,124,204,163
F35,ctx-lh-parstriangularis,1020,0.0,direct,-38.172,50.377,35.234,128,196,170
F36,ctx-lh-parstriangularis,1020,1.4142135,nearest-neighbor,-42.401,41.171,40.286,133,187,175
F37,ctx-lh-parsopercularis,1018,3.0,nearest-neighbor,-44.296,32.331,42.829,135,178,178
F38,ctx-lh-precentral,1024,2.236068,nearest-neighbor,-45.54,23.445,46.544,136,169,181
F39,ctx-lh-precentral,1024,2.236068,nearest-neighbor,-48.44,15.329,52.131,139,161,187
F40,ctx-lh-postcentral,1022,2.0,nearest-neighbor,-50.308,5.903,56.478,141,152,191
F41,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-26.936,57.004,16.669,117,203,152
F42,ctx-lh-parsorbitalis,1019,0.0,direct,-35.51,53.602,20.679,126,200,156
F43,ctx-lh-parstriangularis,1020,1.4142135,nearest-neighbor,-40.879,45.692,24.573,131,192,159
F44,ctx-lh-parstriangularis,1020,1.0,nearest-neighbor,-43.833,36.979,30.166,134,183,165
F45,ctx-lh-parsopercularis,1018,2.236068,nearest-neighbor,-44.507,28.034,33.255,135,174,168
F46,ctx-lh-precentral,1024,1.4142135,nearest-neighbor,-48.085,19.962,37.07,138,166,172
F47,ctx-lh-postcentral,1022,2.0,nearest-neighbor,-51.039,12.429,40.253,141,158,175
F48,ctx-lh-postcentral,1022,2.236068,nearest-neighbor,-53.369,4.256,45.214,144,150,180
P49,ctx-lh-inferiorparietal,1008,1.7320508,nearest-neighbor,-43.212,-57.492,46.946,134,88,182
P50,ctx-lh-inferiorparietal,1008,1.0,nearest-neighbor,-47.911,-48.65,45.3,138,97,180
P51,ctx-lh-superiortemporal,1030,0.0,direct,-51.416,-39.917,43.601,142,106,178
P52,ctx-lh-superiortemporal,1030,0.0,direct,-54.893,-30.59,41.296,145,115,176
P53,ctx-lh-superiortemporal,1030,1.0,nearest-neighbor,-55.903,-20.878,39.479,146,125,174
P54,ctx-lh-superiortemporal,1030,1.4142135,nearest-neighbor,-55.148,-11.333,36.983,145,135,172
P55,ctx-lh-superiortemporal,1030,2.828427,nearest-neighbor,-54.339,-1.189,34.481,145,145,169
P56,ctx-lh-superiortemporal,1030,2.236068,nearest-neighbor,-51.766,8.198,32.505,142,154,167
P57,ctx-lh-inferiorparietal,1008,1.4142135,nearest-neighbor,-41.398,-55.154,55.859,132,91,191
P58,ctx-lh-inferiorparietal,1008,1.4142135,nearest-neighbor,-45.5,-46.366,54.186,136,100,189
P59,ctx-lh-supramarginal,1031,0.0,direct,-50.199,-37.525,52.54,141,108,187
P60,ctx-lh-supramarginal,1031,1.4142135,nearest-neighbor,-53.053,-28.248,50.809,143,118,186
P61,ctx-lh-supramarginal,1031,1.4142135,nearest-neighbor,-54.116,-19.134,48.998,144,127,184
P62,ctx-lh-supramarginal,1031,2.236068,nearest-neighbor,-53.904,-8.937,46.522,144,137,181
P63,ctx-lh-postcentral,1022,2.0,nearest-neighbor,-53.8,0.066,44.058,144,146,179
P64,ctx-lh-postcentral,1022,2.236068,nearest-neighbor,-51.744,10.108,42.702,142,156,178
C01,ctx-lh-postcentral,1022,1.4142135,nearest-neighbor,-37.495,-25.089,79.352,128,121,214
C02,ctx-lh-postcentral,1022,1.7320508,nearest-neighbor,-37.215,-21.956,80.055,128,124,215
C03,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-36.742,-18.759,80.516,127,127,215
C04,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-36.143,-15.536,80.791,126,130,216
C05,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-35.505,-12.276,80.979,126,134,216
C06,ctx-lh-postcentral,1022,2.0,nearest-neighbor,-34.67,-9.034,80.888,125,137,216
C07,ctx-lh-precentral,1024,3.1622777,nearest-neighbor,-33.817,-5.829,80.783,124,140,216
C08,ctx-lh-precentral,1024,2.828427,nearest-neighbor,-32.978,-2.678,80.656,123,143,215
C09,ctx-lh-postcentral,1022,1.4142135,nearest-neighbor,-35.331,-25.833,80.843,126,120,216
C10,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-34.891,-22.679,81.36,125,123,216
C11,ctx-lh-postcentral,1022,1.4142135,nearest-neighbor,-34.401,-19.493,81.805,125,126,217
C12,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-33.818,-16.272,82.101,124,130,217
C13,ctx-lh-postcentral,1022,1.7320508,nearest-neighbor,-33.146,-13.036,82.243,123,133,217
C14,ctx-lh-postcentral,1022,2.4494898,nearest-neighbor,-32.447,-9.807,82.314,123,136,217
C15,ctx-lh-precentral,1024,1.4142135,nearest-neighbor,-31.742,-6.596,82.36,122,139,217
C16,ctx-lh-precentral,1024,1.0,nearest-neighbor,-30.969,-3.426,82.207,121,143,217
IH1,ctx-lh-precuneus,1025,1.4142135,nearest-neighbor,0.538,-43.759,67.117,90,102,202
IH2,ctx-lh-precuneus,1025,0.0,direct,2.025,-34.249,67.592,88,112,202
IH3,ctx-lh-precuneus,1025,1.4142135,nearest-neighbor,3.565,-24.141,68.06,87,122,203
IH4,ctx-rh-paracentral,2017,0.0,direct,5.025,-14.635,67.935,85,131,203
IH5,ctx-rh-paracentral,2017,1.0,nearest-neighbor,6.565,-4.527,68.403,84,141,203
IH6,ctx-rh-posteriorcingulate,2023,1.0,nearest-neighbor,7.427,5.034,68.305,83,151,203
IH7,ctx-rh-superiorfrontal,2028,2.236068,nearest-neighbor,8.371,15.196,68.799,82,161,204
IH8,ctx-rh-superiorfrontal,2028,1.0,nearest-neighbor,8.636,24.811,68.727,82,171,204
ST1,ctx-lh-entorhinal,1006,0.0,direct,-14.198,1.42,-3.977,105,147,131
ST2,ctx-lh-entorhinal,1006,0.0,direct,-14.825,9.868,-8.206,105,156,127
ST3,ctx-lh-superiortemporal,1030,1.0,nearest-neighbor,-15.915,20.158,-13.026,106,166,122
ST4,ctx-lh-superiortemporal,1030,2.236068,nearest-neighbor,-22.921,27.457,-9.153,113,173,126
ST5,ctx-lh-superiortemporal,1030,1.4142135,nearest-neighbor,-30.197,30.589,-2.84,121,177,132
ST6,ctx-lh-superiortemporal,1030,1.7320508,nearest-neighbor,-42.106,23.278,1.945,132,169,137
ST7,ctx-lh-middletemporal,1015,3.0,nearest-neighbor,-45.499,21.269,11.12,136,167,146
ST8,ctx-lh-superiortemporal,1030,2.828427,nearest-neighbor,-47.941,16.757,19.666,138,163,155
C17,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-33.084,-26.536,82.182,123,119,217
C18,ctx-lh-postcentral,1022,2.0,nearest-neighbor,-32.589,-23.386,82.622,123,123,217
C19,ctx-lh-postcentral,1022,2.4494898,nearest-neighbor,-32.085,-20.209,83.06,122,126,218
C20,ctx-lh-postcentral,1022,2.236068,nearest-neighbor,-31.507,-16.999,83.332,122,129,218
C21,ctx-lh-precentral,1024,2.236068,nearest-neighbor,-30.854,-13.778,83.473,121,132,218
C22,ctx-lh-precentral,1024,1.0,nearest-neighbor,-30.176,-10.566,83.533,120,135,218
C23,ctx-lh-precentral,1024,1.0,nearest-neighbor,-29.504,-7.373,83.593,120,139,218
C24,ctx-lh-precentral,1024,1.0,nearest-neighbor,-28.844,-4.199,83.648,119,142,218
C25,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-30.811,-27.196,83.392,121,119,218
C26,ctx-lh-postcentral,1022,1.4142135,nearest-neighbor,-30.314,-24.073,83.848,121,122,219
C27,ctx-lh-postcentral,1022,1.4142135,nearest-neighbor,-29.825,-20.918,84.277,120,125,219
C28,ctx-lh-postcentral,1022,3.0,nearest-neighbor,-29.228,-17.714,84.537,120,128,219
C29,ctx-lh-precentral,1024,3.0,nearest-neighbor,-28.612,-14.509,84.676,119,131,220
C30,ctx-lh-precentral,1024,1.4142135,nearest-neighbor,-27.935,-11.288,84.735,118,135,220
C31,ctx-lh-precentral,1024,1.4142135,nearest-neighbor,-27.309,-8.139,84.775,118,138,220
C32,ctx-lh-precentral,1024,2.0,nearest-neighbor,-26.621,-4.99,84.845,117,141,220
