electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
P41,ctx-lh-superiorparietal,1029,1.7320507764816284,nearest-neighbor,-32.895,-40.538,76.958,120,93,217
P42,ctx-lh-superiorparietal,1029,2.0,nearest-neighbor,-38.895,-31.538,74.958,126,102,215
P43,ctx-lh-postcentral,1022,2.2360680103302,nearest-neighbor,-45.895,-24.538,73.958,133,109,214
P44,ctx-lh-postcentral,1022,2.2360680103302,nearest-neighbor,-50.895,-16.538,71.958,138,117,212
P45,ctx-lh-postcentral,1022,2.0,nearest-neighbor,-54.895,-7.538,67.958,142,126,208
P46,ctx-lh-precentral,1024,3.605551242828369,nearest-neighbor,-57.895,3.462,61.958,145,137,202
P47,ctx-lh-precentral,1024,1.7320507764816284,nearest-neighbor,-58.895,13.462,56.958,146,147,197
P48,ctx-lh-precentral,1024,2.2360680103302,nearest-neighbor,-57.895,21.462,51.958,145,155,192
Fb49,ctx-lh-rostralmiddlefrontal,1027,1.4142135381698608,nearest-neighbor,-34.895,85.462,17.958,122,219,158
Fb50,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-41.895,78.462,17.958,129,212,158
Fb51,ctx-lh-rostralmiddlefrontal,1027,2.2360680103302,nearest-neighbor,-47.895,70.462,19.958,135,204,160
Fb52,ctx-lh-parstriangularis,1020,1.4142135381698608,nearest-neighbor,-51.895,62.462,22.958,139,196,163
Fb53,ctx-lh-parstriangularis,1020,2.8284270763397217,nearest-neighbor,-50.895,52.462,26.958,138,186,167
Fb54,Out-of-bounds,-1,-1.0,failed,-39.895,43.462,30.958,127,177,171
Fb55,ctx-lh-parsopercularis,1018,1.0,nearest-neighbor,-56.895,35.462,34.958,144,169,175
Fb56,ctx-lh-precentral,1024,1.4142135381698608,nearest-neighbor,-58.895,27.462,39.958,146,161,180
Fb57,ctx-lh-lateralorbitofrontal,1012,1.0,nearest-neighbor,-30.895,80.462,10.958,118,214,151
Fb58,ctx-lh-rostralmiddlefrontal,1027,1.4142135381698608,nearest-neighbor,-37.895,73.462,10.958,125,207,151
Fb59,ctx-lh-parsorbitalis,1019,1.0,nearest-neighbor,-44.895,66.462,11.958,132,200,152
Fb60,ctx-lh-parsorbitalis,1019,1.0,nearest-neighbor,-49.895,57.462,12.958,137,191,153
Fb61,ctx-lh-parsorbitalis,1019,1.4142135381698608,nearest-neighbor,-50.895,48.462,17.958,138,182,158
Fb62,ctx-lh-superiortemporal,1030,3.1622776985168457,nearest-neighbor,-49.895,38.462,20.958,137,172,161
Fb63,ctx-lh-parsopercularis,1018,1.0,nearest-neighbor,-57.895,31.462,25.958,145,165,166
Fb64,ctx-lh-precentral,1024,1.4142135381698608,nearest-neighbor,-60.895,23.462,30.958,148,157,171
vT1,ctx-rh-lateralorbitofrontal,2012,3.0,nearest-neighbor,17.105,43.462,-0.042,70,177,140
vT2,ctx-rh-medialorbitofrontal,2014,3.0,nearest-neighbor,7.105,43.462,-2.042,80,177,138
vT3,ctx-lh-medialorbitofrontal,1014,3.605551242828369,nearest-neighbor,-2.895,43.462,-2.042,90,177,138
vT4,ctx-lh-lateralorbitofrontal,1012,3.605551242828369,nearest-neighbor,-12.895,43.462,-0.042,100,177,140
vT5,ctx-lh-lateralorbitofrontal,1012,3.0,nearest-neighbor,-22.895,44.462,0.958,110,178,141
vT6,ctx-lh-superiortemporal,1030,2.2360680103302,nearest-neighbor,-30.895,48.462,0.958,118,182,141
vT7,ctx-lh-superiortemporal,1030,3.605551242828369,nearest-neighbor,-43.895,49.462,4.958,131,183,145
vT8,ctx-lh-superiortemporal,1030,2.2360680103302,nearest-neighbor,-51.895,40.462,14.958,139,174,155
sT1,Out-of-bounds,-1,-1.0,failed,-17.895,26.462,-7.042,105,160,133
sT2,ctx-lh-entorhinal,1006,2.0,nearest-neighbor,-20.895,21.462,-15.042,108,155,125
sT3,ctx-lh-inferiortemporal,1009,4.4721360206604,nearest-neighbor,-26.895,18.462,-21.042,114,152,119
sT4,ctx-lh-inferiortemporal,1009,0.0,direct,-36.895,15.462,-23.042,124,149,117
sT5,ctx-lh-inferiortemporal,1009,1.0,nearest-neighbor,-46.895,14.462,-22.042,134,148,118
sT6,ctx-lh-inferiortemporal,1009,0.0,direct,-54.895,14.462,-18.042,142,148,122
sT7,ctx-lh-middletemporal,1015,0.0,direct,-60.895,16.462,-11.042,148,150,129
sT8,ctx-lh-middletemporal,1015,1.0,nearest-neighbor,-64.895,16.462,0.958,152,150,141
T01,ctx-lh-superiortemporal,1030,2.2360680103302,nearest-neighbor,-50.895,44.462,4.958,138,178,145
T02,ctx-lh-superiortemporal,1030,2.2360680103302,nearest-neighbor,-54.895,37.462,10.958,142,171,151
T03,ctx-lh-superiortemporal,1030,2.8284270763397217,nearest-neighbor,-58.895,28.462,15.958,146,162,156
T04,ctx-lh-superiortemporal,1030,2.0,nearest-neighbor,-61.895,20.462,20.958,149,154,161
T05,ctx-lh-superiortemporal,1030,2.4494898319244385,nearest-neighbor,-52.895,39.462,-4.042,140,173,136
T06,ctx-lh-superiortemporal,1030,1.4142135381698608,nearest-neighbor,-57.895,32.462,1.958,145,166,142
T07,ctx-lh-superiortemporal,1030,3.0,nearest-neighbor,-61.895,24.462,8.958,149,158,149
T08,ctx-lh-middletemporal,1015,2.4494898319244385,nearest-neighbor,-64.895,15.462,12.958,152,149,153
F01,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-37.895,81.462,32.958,125,215,173
F02,ctx-lh-rostralmiddlefrontal,1027,1.7320507764816284,nearest-neighbor,-41.895,75.462,38.958,129,209,179
F03,ctx-lh-rostralmiddlefrontal,1027,2.8284270763397217,nearest-neighbor,-44.895,67.462,44.958,132,201,185
F04,ctx-lh-rostralmiddlefrontal,1027,1.7320507764816284,nearest-neighbor,-47.895,58.462,48.958,135,192,189
F05,ctx-lh-rostralmiddlefrontal,1027,2.2360680103302,nearest-neighbor,-49.895,48.462,52.958,137,182,193
F06,ctx-lh-rostralmiddlefrontal,1027,3.316624879837036,nearest-neighbor,-50.895,39.462,56.958,138,173,197
F07,ctx-lh-caudalmiddlefrontal,1003,2.0,nearest-neighbor,-50.895,29.462,59.958,138,163,200
F08,ctx-lh-caudalmiddlefrontal,1003,3.0,nearest-neighbor,-50.895,21.462,62.958,138,155,203
F09,ctx-lh-rostralmiddlefrontal,1027,3.0,nearest-neighbor,-41.895,80.462,25.958,129,214,166
F10,ctx-lh-rostralmiddlefrontal,1027,1.4142135381698608,nearest-neighbor,-46.895,72.462,30.958,134,206,171
F11,ctx-lh-rostralmiddlefrontal,1027,2.0,nearest-neighbor,-48.895,64.462,35.958,136,198,176
F12,ctx-lh-parstriangularis,1020,1.4142135381698608,nearest-neighbor,-51.895,54.462,40.958,139,188,181
F13,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-52.895,45.462,44.958,140,179,185
F14,ctx-lh-rostralmiddlefrontal,1027,1.4142135381698608,nearest-neighbor,-54.895,36.462,46.958,142,170,187
F15,ctx-lh-rostralmiddlefrontal,1027,3.1622776985168457,nearest-neighbor,-54.895,27.462,51.958,142,161,192
F16,ctx-lh-precentral,1024,1.0,nearest-neighbor,-56.895,19.462,55.958,144,153,196
